TERM,SUBJECT,NBR,COURSE NAME,SECTION,PROF,TOTAL,A+,A,A-,B+,B,B-,C+,C,P,C-,D,NC,F,W,INC/NA,AVG GPA,,
Spring 2021,PSYCH,101,General Psychology,3,"POLITIS, S",85,5,13,14,10,13,8,4,3,0,2,1,1,3,2,6,3.202702703,,
Spring 2021,PSYCH,214,Dev Psy: Infant And Child,2,"SPRING, T",140,50,42,15,16,10,2,1,0,0,1,1,0,0,2,0,3.744202899,,
Spring 2021,PSYCH,214,Dev Psy: Infant And Child,1,"DORAN, E",85,27,8,10,1,5,5,2,6,0,6,6,0,4,5,0,3.178947368,,
Spring 2021,PSYCH,215,Dev Psy: Adolescence,1,"GINALIS, C",116,31,41,20,14,5,1,1,1,0,0,0,0,1,1,0,3.773684211,,
Spring 2021,PSYCH,217,Life-Span Dev Psych,1,"ATKIN, T",116,56,18,7,13,8,4,3,3,0,1,1,0,1,1,0,3.642105263,,
Spring 2021,PSYCH,217,Life-Span Dev Psych,2,"DORAN, E",85,35,9,4,1,5,0,1,9,0,3,12,0,1,4,1,3.120253165,,
Spring 2021,PSYCH,221,Psychopathology,2EVE,"CHANG, K",116,51,27,10,11,3,4,1,3,0,0,1,0,0,5,0,3.733333333,,
Spring 2021,PSYCH,221,Psychopathology,1,"ATKIN, T",89,24,13,7,9,16,6,4,4,1,1,1,0,0,3,0,3.384705882,,
Spring 2021,PSYCH,226,Intro Indust & Organ Psych,1,"GOLDBERG, J",115,35,34,11,15,11,1,1,1,0,1,1,0,1,2,1,3.683783784,,
Spring 2021,PSYCH,231,Psychology of Human Motivation,1,"ROBINSON, G",117,48,39,11,7,3,4,0,0,0,0,0,0,2,3,0,3.853571429,,
Spring 2021,PSYCH,232,The Psychology of Personality,1,"LENZER, J",59,19,19,3,11,0,3,2,0,0,0,0,0,0,1,1,3.721052632,,
Spring 2021,PSYCH,232,The Psychology of Personality,2,"TINEO, K",115,5,31,17,11,17,11,2,10,0,1,5,0,2,3,0,3.229090909,,
Spring 2021,PSYCH,238,Social Behavior,1,"STORBECK, J",115,84,18,4,2,0,1,1,0,0,3,0,0,2,0,0,3.889380531,,
Spring 2021,PSYCH,238,Social Behavior,2,"DIXON, A",84,44,18,8,3,2,1,1,2,0,0,4,0,1,0,0,3.692771084,,
Spring 2021,PSYCH,243,Intro Behav Neuroscience,1,"MONDA, I",115,26,26,16,9,15,6,3,3,0,3,3,0,3,2,0,3.446363636,,
Spring 2021,PSYCH,243,Intro Behav Neuroscience,2,"LOPEZ, J",85,19,9,12,7,12,10,7,3,0,1,2,0,1,2,0,3.27195122,,
Spring 2021,PSYCH,248,Hist & Systems of Psychology,1,"RANALDI, R",85,9,21,10,14,11,4,5,3,0,2,0,0,3,3,0,3.391139241,,
Spring 2021,PSYCH,251,Intro Lrn & Beh Analysis,1,"NG, A",116,30,23,15,11,11,5,3,4,0,2,4,0,4,4,0,3.45,,
Spring 2021,PSYCH,260,Sensation and Perception,1,"BISOGNO, B",115,11,37,22,18,15,6,3,0,0,1,0,0,1,1,0,3.562831858,,
Spring 2021,PSYCH,311,Adv Exp Psych: Learning,4,"KOURASSANIS-VELASQUEZ, J",25,13,7,1,0,3,0,1,0,0,0,0,0,0,0,0,3.8,,
Spring 2021,PSYCH,311,Adv Exp Psych: Learning,1,"FELDMAR, G",26,0,15,6,3,0,0,1,1,0,0,0,0,0,0,0,3.707692308,,
Spring 2021,PSYCH,311,Adv Exp Psych: Learning,3,"ZETTERSTROEM, O",26,1,1,4,7,6,3,1,1,0,0,0,0,0,2,0,3.179166667,,
Spring 2021,PSYCH,311,Adv Exp Psych: Learning,2,"RAFEEQ, A",25,5,0,0,4,4,1,3,4,0,0,2,0,2,0,0,2.817391304,,
Spring 2021,PSYCH,313,Adv Exp Psy: Cognition,2,"STALIAS, M",26,10,10,3,1,2,0,0,0,0,0,0,0,0,0,0,3.861538462,,
Spring 2021,PSYCH,313,Adv Exp Psy: Cognition,1,"JOHNSON, R",22,1,3,0,0,0,0,1,0,0,0,3,0,10,4,0,2.6625,,
Spring 2021,PSYCH,314,Adv Exp Psy: Soc Pers,1,"MLODNICKA, A",25,4,8,4,3,0,0,2,2,0,0,0,0,0,1,1,3.534782609,,
Spring 2021,PSYCH,316,Adv Exp Psy: Neurobio,1,"CATALDO, G",20,2,5,6,2,2,0,1,0,0,0,0,0,0,0,2,3.616666667,,
Spring 2021,PSYCH,317,Adv Exp Psy: ABA,2,"PAGANO, C",26,4,13,5,1,2,1,0,0,0,0,0,0,0,0,0,3.788461538,,
Spring 2021,PSYCH,317,Adv Exp Psy: ABA,1,"WEISBERG, H",18,1,5,2,3,3,2,0,0,0,1,0,0,0,1,0,3.376470588,,
Spring 2021,PSYCH,317,Adv Exp Psy: ABA,4,"MARROQUIN, M",19,0,3,3,4,2,1,1,1,0,1,0,0,1,2,0,3.1875,,
Spring 2021,PSYCH,321,Adv Exp Psych: Clinical,2,"DEROSSE, P",24,4,5,2,3,2,1,1,3,0,0,0,0,0,2,1,3.347619048,,
Spring 2021,PSYCH,321,Adv Exp Psych: Clinical,1,"BARAHMAND, U",25,4,1,3,3,4,3,0,3,0,0,1,0,1,2,0,3.095454545,,
Spring 2021,PSYCH,323,Psychometrics,1,"MANISCALCO, J",55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,
Spring 2021,PSYCH,334,Perception&Cognition Developmt,1,"RAHYAB, M",116,78,13,13,7,4,0,0,1,0,0,0,0,0,0,0,3.872413793,,
Spring 2021,PSYCH,337,Evolutionary Psychology,1,"BISOGNO, B",85,28,23,13,10,7,1,1,1,0,0,0,0,0,1,0,3.727380952,,
Spring 2021,PSYCH,345,Cognitive Neuroscience,1,"MULONE, J",55,20,14,7,3,5,2,1,0,0,1,0,0,0,2,0,3.701886792,,
Spring 2021,PSYCH,346,Neuroscience of Memory,1,"VALAD, J",55,18,11,5,2,8,3,1,1,0,0,2,0,1,2,1,3.519607843,,
Spring 2021,PSYCH,347,Intro Clinical Psych,1,"SAMUEL, S",104,23,27,10,10,12,5,5,3,0,3,3,0,0,3,0,3.416831683,,
Spring 2021,PSYCH,347,Intro Clinical Psych,2,"POCSAI, M",105,2,29,17,19,12,4,6,2,0,1,2,0,7,3,1,3.381914894,,
Spring 2021,PSYCH,349,Disorders Childhood & Adolesce,1,"EGGLEFIELD, D",105,41,19,13,11,7,4,2,2,0,1,1,0,4,0,0,3.638613861,,
Spring 2021,PSYCH,352,Psychopharmacology,1,"MONDA, I",85,21,15,10,1,7,6,2,3,0,0,7,0,0,12,1,3.320833333,,
Spring 2021,PSYCH,353,Psychology of Sex Roles,1,"ABRAHAM, K",107,65,22,7,4,2,0,0,1,0,1,0,0,0,5,0,3.890196078,,
Spring 2021,PSYCH,356,Adv Pract Acad Advsmt Pysch,1,"BRUMBAUGH, C",10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,
Spring 2021,PSYCH,358,Autism,1,"BUDD, A",84,11,28,10,14,10,2,2,0,0,1,1,0,2,3,0,3.56835443,,
Spring 2021,PSYCH,359,Developmental Disabilities,1EVE,"VENTURA, G",115,42,26,13,12,8,2,1,3,0,2,2,0,0,4,0,3.628828829,,
Spring 2021,PSYCH,372,Pract: Inter Child with Autism,1,"JONES, E",12,2,5,2,0,1,0,0,0,0,1,0,0,0,1,0,3.645454545,,
Spring 2021,PSYCH,372,Pract: Inter Child with Autism,2,"SHEIKH, R",11,1,6,1,0,0,1,0,0,0,1,0,0,0,1,0,3.61,,
Spring 2021,PSYCH,705,Statistical Methods I,1,"NOMURA, Y",25,12,3,4,3,1,0,0,0,0,0,0,0,0,1,1,3.813043478,,
Spring 2021,PSYCH,740,Personality,1,"BRUMBAUGH, C",18,2,1,3,2,2,0,3,0,0,3,0,0,1,1,0,2.98125,,
Spring 2021,PSYCH,746,Social Psychology.,1,"SPRING, T",24,2,14,2,3,1,0,0,1,0,0,0,0,0,1,0,3.752173913,,
Spring 2021,PSYCH,756,Clinical Psychopharmacology,1,"BEELER, J",14,0,10,1,0,0,0,0,1,0,0,0,0,0,2,0,3.808333333,,
Spring 2021,PSYCH,760,Psychometric Methods,1,"FAN, J",10,0,0,1,2,1,1,0,2,0,0,0,0,0,3,0,2.857142857,,
Spring 2021,PSYCH,795,Fieldwork Project in ABA,1,"D'ATENO, P",11,2,1,2,1,1,4,0,0,0,0,0,0,0,0,0,3.318181818,,
Spring 2021,PSYCH,1071,Statistical Methods Laboratory,LB08,"BABAD, S",27,23,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3.9875,,
Spring 2021,PSYCH,1071,Statistical Methods Laboratory,LB09,"BABAD, S",26,22,0,1,0,1,0,0,0,0,0,0,0,0,0,2,3.945833333,,
Spring 2021,PSYCH,1071,Statistical Methods Laboratory,LBE3,"MEYERS, A",26,15,5,2,0,1,0,0,0,0,0,0,0,1,2,0,3.930434783,,
Spring 2021,PSYCH,1071,Statistical Methods Laboratory,LB17,"MEYERS, A",30,21,3,3,1,1,0,0,0,0,0,0,0,1,0,0,3.910344828,,
Spring 2021,PSYCH,1071,Statistical Methods Laboratory,LB10,"RAHMAN, A",25,10,3,3,2,4,1,0,0,0,0,0,0,1,1,0,3.669565217,,
Spring 2021,PSYCH,1071,Statistical Methods Laboratory,LB07,"EGGLEFIELD, D",25,18,0,2,1,0,0,2,1,0,1,0,0,0,0,0,3.64,,
Spring 2021,PSYCH,1071,Statistical Methods Laboratory,LBE2,"EWING, S",30,14,3,1,3,2,0,1,0,0,0,1,0,0,5,0,3.636,,
Spring 2021,PSYCH,1071,Statistical Methods Laboratory,LBE1,"ZUCKER, A",28,12,5,1,2,1,0,0,2,0,0,1,0,3,1,0,3.595833333,,
Spring 2021,PSYCH,1071,Statistical Methods Laboratory,LB16,"PHILLIPS-KONG, K",24,9,5,0,1,1,1,0,1,0,0,1,0,2,3,0,3.578947368,,
Spring 2021,PSYCH,1071,Statistical Methods Laboratory,LB12,"TINEO, K",24,7,4,1,3,3,0,2,0,0,0,0,0,0,4,0,3.56,,
Spring 2021,PSYCH,1071,Statistical Methods Laboratory,LB03,"ZUCKER, A",27,17,1,0,1,0,2,3,1,0,1,0,0,0,1,0,3.511538462,,
Spring 2021,PSYCH,1071,Statistical Methods Laboratory,LB01,"RUSHIA, S",29,8,8,1,2,1,2,1,0,0,1,1,0,0,4,0,3.508,,
Spring 2021,PSYCH,1071,Statistical Methods Laboratory,LB02,"RUSHIA, S",26,9,2,4,2,1,3,2,0,0,1,0,0,0,2,0,3.45,,
Spring 2021,PSYCH,1071,Statistical Methods Laboratory,LB11,"RAHMAN, A",25,10,2,3,0,4,0,2,0,0,1,1,0,0,2,0,3.408695652,,
Spring 2021,PSYCH,1071,Statistical Methods Laboratory,LB21,"PRANDO, N",27,7,3,3,4,4,2,0,0,0,1,1,0,0,2,0,3.376,,
Spring 2021,PSYCH,1071,Statistical Methods Laboratory,LB13,"LOPEZ, J",26,4,7,2,1,2,1,0,1,0,0,1,1,3,3,0,3.32,,
Spring 2021,PSYCH,1071,Statistical Methods Laboratory,LB05,"ATKIN, T",29,4,5,4,2,2,3,1,2,0,2,0,0,1,3,0,3.248,,
Spring 2021,PSYCH,1071,Statistical Methods Laboratory,LB15,"FAIRCHILD, V",25,3,5,3,1,3,3,0,1,1,1,2,0,1,1,0,3.145454545,,
Spring 2021,PSYCH,1071,Statistical Methods Laboratory,LB04,"FAIRCHILD, V",25,6,3,2,4,0,2,1,3,0,0,2,0,2,0,0,3.143478261,,
Spring 2021,PSYCH,1071,Statistical Methods Laboratory,LB14,"MANGIAPANELLO, K",28,5,3,2,1,5,4,3,2,0,0,2,0,1,0,0,3.014814815,,
Spring 2021,PSYCH,1071,Statistical Methods Laboratory,LB22,"TINEO, K",24,4,1,0,2,0,1,2,0,0,1,6,0,3,4,0,2.447058824,,
Spring 2021,PSYCH,1073,Statistical Methods,LEC7,"BEKTESHI, B",54,35,5,3,2,0,2,1,2,0,0,0,0,1,3,0,3.788,,
Spring 2021,PSYCH,1073,Statistical Methods,LEC5,"NISANOV, R",59,25,10,4,2,5,4,2,2,0,0,1,0,2,2,0,3.578181818,,
Spring 2021,PSYCH,1073,Statistical Methods,LEC9,"RUSSELL-GILLER, S",55,25,7,5,3,4,2,0,3,0,1,2,0,2,1,0,3.528846154,,
Spring 2021,PSYCH,1073,Statistical Methods,LEC8,"BARRERA, E",56,15,9,5,9,3,3,3,3,0,0,0,0,2,4,0,3.484,,
Spring 2021,PSYCH,1073,Statistical Methods,EVE2,"KULKARNI, A",54,17,7,3,2,3,2,3,2,0,1,2,0,4,8,0,3.397619048,,
Spring 2021,PSYCH,1073,Statistical Methods,LEC6,"EWING, S",57,12,8,5,12,4,3,1,4,0,1,1,0,2,4,0,3.356862745,,
Spring 2021,PSYCH,1073,Statistical Methods,LE11,"MOURRA, D",52,0,6,15,12,5,3,0,3,0,0,2,0,2,4,0,3.265217391,,
Spring 2021,PSYCH,1073,Statistical Methods,LEC3,"TIFERET-DWECK, C",55,8,3,6,2,8,5,3,7,0,4,4,0,2,3,0,2.84,,
Spring 2021,PSYCH,1073,Statistical Methods,LEC4,"MICIC, D",56,3,5,3,4,11,6,7,3,0,2,4,0,2,5,1,2.8125,,
Spring 2021,PSYCH,1073,Statistical Methods,EVE1,"GAVARRETE OLVERA, A",52,8,1,1,1,7,6,6,3,0,1,12,0,4,2,0,2.47173913,,
Spring 2021,PSYCH,2813,VT: Problems in Psychology,1,"PAGANO, C",30,3,8,3,3,3,1,5,1,0,1,2,0,0,0,0,3.13,,
Spring 2021,PSYCH,7042,Neurosci Methods II: Quantitat,1,"UNGER, K",12,2,1,1,3,2,3,0,0,0,0,0,0,0,0,0,3.308333333,,
Spring 2021,PSYCH,7093,Basic Neuroscience: Cognitive,1,"FAN, J",18,1,7,4,1,1,2,0,0,0,0,0,0,0,2,0,3.65625,,
Spring 2021,PSYCH,7094,Basic Neuroscience: Behavioral,1,"PYTTE, C",19,5,7,2,1,0,0,1,0,0,0,0,0,0,3,0,3.8125,,
Spring 2021,PSYCH,7722,Colloquium,1,"UNGER, K",15,10,3,0,1,0,0,0,0,0,0,0,0,0,0,1,3.95,,
Spring 2021,PSYCH,7913,VT: Seminar in Selected Topics,3,"MULONE, J",18,15,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,,
Spring 2021,PSYCH,7913,VT: Seminar in Selected Topics,1,"D'ATENO, P",39,9,20,8,2,0,0,0,0,0,0,0,0,0,0,0,3.902564103,,
Spring 2021,PSYCH,7913,VT: Seminar in Selected Topics,1,"JONES, E",39,9,20,8,2,0,0,0,0,0,0,0,0,0,0,0,3.902564103,,
Spring 2021,PSYCH,7913,VT: Seminar in Selected Topics,4,"JESSEL, J",16,0,10,2,0,1,0,1,0,0,0,0,0,0,2,0,3.764285714,,
Spring 2021,PSYCH,72003,Behavior Intervention in Disab,1,"JESSEL, C",24,11,9,2,1,0,0,0,1,0,0,0,0,0,0,0,3.8625,,
Spring 2021,PSYCH,72005,Autism,1,"STURMEY, P",11,1,2,3,1,1,0,0,0,0,0,0,0,1,1,1,3.675,,
Spring 2021,PSYCH,73002,Theory and Method in ABA II,1,"D'ATENO, P",37,6,9,10,4,4,3,1,0,0,0,0,0,0,0,0,3.583783784,,
Spring 2021,PSYCH,73006,ABA: Measure&Applied Proj II,2,"MADZHAROVA, M",19,12,5,1,0,0,0,0,0,0,0,0,0,0,0,1,3.983333333,,
Spring 2021,PSYCH,73006,ABA: Measure&Applied Proj II,1,"JONES, E",18,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,3.966666667,,
Spring 2021,PSYCH,213W,Experimental Psychology,4,"WENG, S",27,8,11,5,2,1,0,0,0,0,0,0,0,0,0,0,3.855555556,,
Spring 2021,PSYCH,213W,Experimental Psychology,13,"GALANAUGH, L",27,0,18,1,4,0,1,0,0,0,0,0,0,1,2,0,3.816666667,,
Spring 2021,PSYCH,213W,Experimental Psychology,6,"AVILDSEN, I",27,12,5,4,2,2,0,0,0,0,0,0,0,1,0,1,3.816,,
Spring 2021,PSYCH,213W,Experimental Psychology,8,"LENZER, J",25,10,6,0,6,0,0,0,0,0,0,0,0,0,2,1,3.809090909,,
Spring 2021,PSYCH,213W,Experimental Psychology,3,"ROTELLA, F",27,8,9,2,3,4,0,1,0,0,0,0,0,0,0,0,3.688888889,,
Spring 2021,PSYCH,213W,Experimental Psychology,11,"MORRISON-DIALLO, J",27,4,6,7,4,5,1,0,0,0,0,0,0,0,0,0,3.585185185,,
Spring 2021,PSYCH,213W,Experimental Psychology,7,"GUADALUPE, J",27,4,4,4,5,4,0,0,2,0,1,2,0,0,1,0,3.192307692,,
Spring 2021,PSYCH,213W,Experimental Psychology,1,"BARAHMAND, U",24,3,3,1,3,4,2,1,1,0,0,1,0,2,2,1,3.173684211,,
Spring 2021,PSYCH,213W,Experimental Psychology,9,"FIANI, T",27,1,4,4,3,6,2,1,2,0,0,1,0,1,2,0,3.141666667,,
Spring 2021,PSYCH,213W,Experimental Psychology,5,"CHEN, C",26,5,1,1,6,2,0,4,1,0,0,2,0,2,2,0,3.031818182,,
Spring 2021,PSYCH,213W,Experimental Psychology,2,"DORAN, E",27,3,2,0,2,5,5,1,6,0,0,0,0,0,3,0,2.891666667,,
Spring 2021,PSYCH,213W,Experimental Psychology,12,"MYERS, T",26,0,2,2,7,1,3,3,6,0,0,1,0,0,1,0,2.78,,
Spring 2021,QNS,1,Tutorial,NAV,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,,
Spring 2021,QNS,2,Tutorial,NAV,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,,
Spring 2021,QNS,4,Tutorial,NAV,,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,,
Spring 2021,QNS,6,Tutorial,NAV,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,,
Spring 2021,QNS,8,Tutorial,NAV,,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,,
Spring 2021,QNS,100,Navigating Your Path to Succes,NAV,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,,
Spring 2021,QNS,101,Queens Community,3,"SHUR, M",25,3,10,2,1,3,1,0,0,0,0,0,0,0,3,2,3.72,,
Spring 2021,QNS,101W,Queens Community,2,"HINTZE, R",25,5,5,7,2,0,0,1,1,0,0,0,0,0,4,0,3.657142857,,
Spring 2021,QNS,101W,Queens Community,4,"SAINT-HILAIRE, L",25,3,1,3,7,1,0,0,0,0,0,0,0,4,6,0,3.546666667,,
Spring 2021,QNS,101W,Queens Community,1,"BARNES, J",25,9,3,3,2,1,1,2,1,0,0,0,0,1,2,0,3.545454545,,
Spring 2021,QNS,101W,Queens Community,NAV,"EDMOND, A",23,0,1,3,4,8,1,1,0,0,0,2,1,0,0,2,2.823809524,,
Spring 2021,RM,706,Risk Transf to Insurance Mkts,1,"DELLOVA, M",38,0,22,16,0,0,0,0,0,0,0,0,0,0,0,0,3.873684211,,
Spring 2021,RM,707,Financial Statement Analysis,1,"BOUTEILLE, S",13,0,4,4,1,2,2,0,0,0,0,0,0,0,0,0,3.5,,
Spring 2021,RM,709,Portfolio Management,1,"MARSHALL, C",14,2,6,0,2,2,0,0,1,0,0,0,0,0,1,0,3.584615385,,
Spring 2021,RM,790,Applied Dynamic Fin Analysis,1,"MARSHALL, C",15,1,7,4,1,0,0,0,0,0,0,0,0,0,1,1,3.853846154,,
Spring 2021,RUSS,111,Elementary Russian I,3,"PISETSKAYA, A",28,12,6,6,1,1,0,1,0,0,0,0,0,0,1,0,3.807407407,,
Spring 2021,RUSS,111,Elementary Russian I,1,"ZIYAMOVA, M",23,4,6,2,1,1,4,1,2,0,0,0,0,0,2,0,3.371428571,,
Spring 2021,RUSS,111,Elementary Russian I,2,"ZIYAMOVA, M",26,4,3,2,3,4,1,1,2,0,0,0,0,0,6,0,3.315,,
Spring 2021,RUSS,150,Russian Culture & Thought,1,"PERMITINA, O",22,13,4,1,0,0,2,0,0,0,0,0,0,0,2,0,3.855,,
Spring 2021,RUSS,155,Keys to Russian Literature,3,"PERMITINA, O",40,28,3,0,2,0,1,0,1,0,0,1,0,0,4,0,3.786111111,,
Spring 2021,RUSS,155,Keys to Russian Literature,2,"CHELOUKHINA, S",40,0,9,14,3,1,1,0,0,0,0,3,0,0,9,0,3.432258065,,
Spring 2021,RUSS,203,Intermediate Russian I,1,"PISETSKAYA, A",16,9,4,0,2,0,0,0,0,0,0,0,0,0,1,0,3.906666667,,
Spring 2021,RUSS,155W,Keys to Russian Literature,2,"PERMITINA, O",28,16,6,2,0,1,0,0,0,0,1,0,0,1,1,0,3.85,,
Spring 2021,SEEK,195,Student Life Workshop,1,"CHESTER, M",16,0,0,0,0,0,0,0,0,11,0,0,2,0,3,0,0,,
Spring 2021,SEYS,120,Education for Social Justice,1,"FITZGERALD, E",17,6,3,1,2,2,1,0,0,0,0,1,0,0,1,0,3.5,,
Spring 2021,SEYS,221,Dvlmpt & Learn Mid Chldhd & Ad,3,"ORANJIAN, N",25,0,3,4,4,3,2,1,0,0,0,1,0,1,6,0,3.205555556,,
Spring 2021,SEYS,221,Dvlmpt & Learn Mid Chldhd & Ad,4,"RAFFAELE, C",25,0,1,10,4,4,1,1,0,0,2,1,0,0,1,0,3.15,,
Spring 2021,SEYS,221,Dvlmpt & Learn Mid Chldhd & Ad,2,"PISARI, D",25,0,2,6,3,3,3,3,0,0,1,0,0,0,4,0,3.133333333,,
Spring 2021,SEYS,221,Dvlmpt & Learn Mid Chldhd & Ad,1,"BEMBENUTTY, H",23,0,2,2,3,3,2,1,2,0,1,1,0,1,5,0,2.864705882,,
Spring 2021,SEYS,333,"Methods of Teaching Art, PK-12",1,"MCCULLOUGH, S",14,8,5,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,
Spring 2021,SEYS,340,"Lang, Lit & Culture In Edu",05T,"DONG, Y",23,0,16,4,2,1,0,0,0,0,0,0,0,0,0,0,3.843478261,,
Spring 2021,SEYS,340,"Lang, Lit & Culture In Edu",1,"GOUEDE, K",25,5,12,2,0,1,1,0,0,0,0,1,0,2,1,0,3.731818182,,
Spring 2021,SEYS,340,"Lang, Lit & Culture In Edu",3,"GOUEDE, K",23,4,11,2,1,1,3,0,0,0,0,0,0,0,1,0,3.718181818,,
Spring 2021,SEYS,340,"Lang, Lit & Culture In Edu",2,"GOUEDE, K",21,5,11,0,1,0,0,0,0,0,0,2,0,0,1,1,3.647368421,,
Spring 2021,SEYS,340,"Lang, Lit & Culture In Edu",4,"ORTIZ, B",25,0,7,4,4,3,1,0,0,0,0,0,0,0,4,2,3.563157895,,
Spring 2021,SEYS,350,"Cogn, Tech, & Instru Dive Lear",3,"BEMBENUTTY, H",28,0,3,12,4,8,0,0,0,0,1,0,0,0,0,0,3.403571429,,
Spring 2021,SEYS,350,"Cogn, Tech, & Instru Dive Lear",1,"BERGEY, B",23,0,2,4,6,7,1,0,1,0,0,0,0,0,2,0,3.252380952,,
Spring 2021,SEYS,350,"Cogn, Tech, & Instru Dive Lear",2,"BERGEY, B",15,0,4,1,3,2,1,1,1,0,0,1,0,0,1,0,3.114285714,,
Spring 2021,SEYS,360,Methods Teaching Engl Mid & HS,1,"ZAINO, K",25,0,21,3,0,0,0,0,0,0,0,0,0,0,1,0,3.9625,,
Spring 2021,SEYS,364,Mthds Tchng For Lang Mid & HS,1,"MARGARITA, E",13,5,3,1,0,0,0,0,0,0,0,0,0,0,2,2,3.966666667,,
Spring 2021,SEYS,376,Student Teaching Visual Art II,1,"MCCULLOUGH, S",14,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,3.928571429,,
Spring 2021,SEYS,533,"Teaching Visual Arts, PreK-12",1,"MCCULLOUGH, S",21,0,19,0,0,2,0,0,0,0,0,0,0,0,0,0,3.904761905,,
Spring 2021,SEYS,536,Educational Foundations,2,"BASSEY, M",30,3,20,3,2,1,0,0,0,0,0,0,0,0,1,0,3.886206897,,
Spring 2021,SEYS,536,Educational Foundations,1,"MONCADA-DAVIDSON, L",29,1,7,6,3,8,1,0,0,0,0,0,0,0,3,0,3.492307692,,
Spring 2021,SEYS,552,Educational Psychology,2,"BEAUMONT, A",29,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,3.989655172,,
Spring 2021,SEYS,552,Educational Psychology,1,"SALTZMAN, E",10,1,7,1,0,0,0,0,0,0,0,0,0,0,1,0,3.966666667,,
Spring 2021,SEYS,552,Educational Psychology,3,"BEMBENUTTY, H",33,0,12,12,8,1,0,0,0,0,0,0,0,0,0,0,3.690909091,,
Spring 2021,SEYS,560,Methods Teaching Engl Mid & Hs,1,"ZAINO, K",25,3,21,1,0,0,0,0,0,0,0,0,0,0,0,0,3.988,,
Spring 2021,SEYS,563,Methods Teaching Soc St Mid&Hs,1,"SHUTTLEWORTH, J",28,4,7,4,7,1,0,0,0,0,0,0,0,0,3,2,3.691304348,,
Spring 2021,SEYS,564,Methods Teaching Lang Mid & Hs,1,"MARGARITA, E",16,11,2,2,0,0,0,0,0,0,0,0,0,0,1,0,3.96,,
Spring 2021,SEYS,576,"Student Tching Visual Arts, II",1,"MCCULLOUGH, S",15,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,3.953333333,,
Spring 2021,SEYS,700,"Lang,Lit & Cult Educ",3,"ORTIZ, B",27,2,13,5,3,1,0,0,0,0,0,0,0,0,3,0,3.808333333,,
Spring 2021,SEYS,700,"Lang,Lit & Cult Educ",1,"EVANGELISTA, L",30,10,9,6,2,0,1,1,1,0,0,0,0,0,0,0,3.726666667,,
Spring 2021,SEYS,700,"Lang,Lit & Cult Educ",2,"ORTIZ, B",29,6,8,6,4,3,0,0,0,0,0,0,0,0,2,0,3.718518519,,
Spring 2021,SEYS,706,Globalization& Comparative Edu,1,"MONCADA-DAVIDSON, L",22,3,2,5,5,3,0,1,0,0,0,0,0,0,1,2,3.489473684,,
Spring 2021,SEYS,707,Major Issues in Education,1,"BASSEY, M",25,6,12,1,2,4,0,0,0,0,0,0,0,0,0,0,3.772,,
Spring 2021,SEYS,715,Lang Acquist &Learn Bilingual,1,"DONG, Y",10,1,2,3,1,1,1,0,0,0,0,0,0,0,0,1,3.566666667,,
Spring 2021,SEYS,719,Grp Beh & Cult Diff,1,"BERGEY, B",24,1,12,8,2,0,0,0,0,0,0,0,0,0,1,0,3.834782609,,
Spring 2021,SEYS,751,Math In Sec School,1,"MARKINSON, M",30,2,27,1,0,0,0,0,0,0,0,0,0,0,0,0,3.99,,
Spring 2021,SEYS,753,Digital Appl in Sci and Tech,1,"GAROFALO, S",18,3,13,1,1,0,0,0,0,0,0,0,0,0,0,0,3.944444444,,
Spring 2021,SEYS,761,Law and the Social Studies.,1,"GERWIN, D",13,0,1,1,0,1,1,0,0,0,0,0,0,0,0,9,3.35,,
Spring 2021,SEYS,764,Cur­rc:  Theories & Controv,1,"HACKER, C",18,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3.983333333,,
Spring 2021,SEYS,776,Semi Research Math Educ,1,"GURL, T",22,0,10,11,1,0,0,0,0,0,0,0,0,0,0,0,3.818181818,,
Spring 2021,SEYS,778,Sem Res Science Ed II,1,"GAROFALO, S",22,4,16,2,0,0,0,0,0,0,0,0,0,0,0,0,3.972727273,,
Spring 2021,SEYS,784,Sem Rsrch Teach Soc Stds,1,"SHUTTLEWORTH, J",17,2,2,5,4,2,0,0,0,0,0,0,0,0,0,2,3.58,,
Spring 2021,SEYS,3724,Stud Teaching in Sci for MS&HS,1,"FARENGA, S",10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,
